,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes
4544,CASUAL DINING,Churrasqueira Do Sardinha,3.1,11,"Lakeview Avenue, Dufferin Grove","1213 Dundas Street West, Toronto M6J 3B1",Mexican,35,43.6492955,-79.42270930000001,"1213 Dundas St W, Toronto, ON M6J 1X3, Canada",M6J
4545,CASUAL DINING,Wah Wi,3.6,10,"Queensgate Boulevard, Caledon","1 Queensgate Boulevard, Caledon",Chinese,45,43.8690499,-79.7221094,"1 Queensgate Blvd, Bolton, ON L7E 2X9, Canada",L7E
4546,CASUAL DINING,Hello 123,3.5,5,Beaconsfield Village,"1122 Queen St W, Toronto, ON M6J 1H9",American,25,43.6433736,-79.4234717,"1122 Queen St W, Toronto, ON M6J 1H9, Canada",M6J
4547,BAR,EP Taylor's Pub & Restaurant,3.4,7,Oshawa,"Durham College - Simcoe Building, 2000 Simcoe Street North, Oshawa","Fast Food, Bar Food, Sandwich",35,43.9439579,-78.8959964,"2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",L1G
4548,QUICK BITES,Classic Wings and Burgers,3.7,10,"Bloor Street West, Christie Pits","858 Bloor Street West, Toronto M6G 1M2","Burger, Fast Food",30,43.6623822,-79.42434519999999,"858 Bloor St W, Toronto, ON M6G 1M2, Canada",M6G
4549,CASUAL DINING,The Wokker,3.9,9,"Lakeshore Road West, Mississauga","360 Lakeshore Road West, Mississauga","Chinese, Asian",40,43.5425704,-79.59624160000001,"360 Lakeshore Rd W, Mississauga, ON L5H 1H3, Canada",L5H
4550,CASUAL DINING,Cocina de Doña Julia,3.7,4,"Dupont Street, Junction Triangle","1545 Dupont Street, Toronto",Latin American,35,43.6654486,-79.4525361,"1545 Dupont St, Toronto, ON M6P 3S6, Canada",M6P
4551,CASUAL DINING,The Old Stable Pub,3.3,9,"Lakeshore Road West, Mississauga","114 Lakeshore Road W, Unit 3, Mississauga L5H 1E8",Bar Food,40,43.5498544,-79.5881077,"3-114 Lakeshore Rd W, Mississauga, ON L5H 1E8, Canada",L5H
4552,CASUAL DINING,Mangia Mangia Italian Eatery and Cafe,3.0,6,"Chrysler Drive, Brampton","Chrysler Drive Centre, 470 Chrysler Drive, Unit 6, Brampton",Italian,35,43.7477974,-79.71462009999999,"470-490 Chrysler Dr, Brampton, ON L6S 0C1, Canada",L6S
4553,CASUAL DINING,Lotus Inn,2.3,9,"Saint Johns Road, The Junction","23 St. Johns Road, Toronto M6P 2A1","Chinese, Asian",25,43.66522399999999,-79.4741483,"23 St Johns Rd, Toronto, ON M6P 1T7, Canada",M6P
4554,CASUAL DINING,Sunny Up Family Restaurant,3.8,4,"4630 Kingston Road, Scarborough","4630 Kingston Road, Scarborough",Canadian,35,43.77543,-79.1789256,"4630 Kingston Rd, Scarborough, ON M1E 4Z4, Canada",M1E
4555,QUICK BITES,Tierra Azteca,2.9,4,"Bloor Street West, Dufferin Grove","1115 Bloor Street West, Toronto M6H 1M7",Mexican,35,43.6598084,-79.4346541,"1115 Bloor St W, Toronto, ON M6H 1M7, Canada",M6H
4556,QUICK BITES,Alexandria Cafe,3.3,5,"Lawrence Avenue East, Scarborough","1940 Lawrence Avenue East, Scarborough M1R 2Y7",Middle Eastern,30,43.7446582,-79.30003169999999,"1940 Lawrence Ave E, Scarborough, ON M1R 2Y7, Canada",M1R
4557,FINE DINING,Jim & Garry's Pub,3.4,7,"Major Mackenzie Drive West, Vaughan","Inside Eagles Nest Golf Club, 10000 Dufferin Street, Vaughan",Middle Eastern,100,43.8644457,-79.4912452,"10000 Dufferin St, Maple, ON L6A 1S3, Canada",L6A
4558,CASUAL DINING,Pho VP,3.4,8,"Jane Street, Bloor West Village","351 Jane St, Toronto M6S 3Z3","Vietnamese, Asian",13,43.6574259,-79.4874157,"351 Jane St, Toronto, ON M6S 3Z3, Canada",M6S
4559,CASUAL DINING,Vera's Kitchen,2.8,9,"Eglinton Avenue East, Yonge & Eglinton","90 Eglinton Avenue East, Toronto M4P 1A6",Russian,30,43.7075668,-79.3957393,"90 Eglinton Ave E, Toronto, ON M4P 2Y3, Canada",M4P
4560,CASUAL DINING,Chula Taberna Mexicana,3.6,5,Leslieville,1058 Gerrard Street East,Mexican,55,43.6692955,-79.33594680000002,"1058 Gerrard St E, Toronto, ON M4M 3A6, Canada",M4M
4561,DESSERT PARLOR,Murphy's Ice Cream Parlour Burlington,3.9,5,Burlington,"433 Brock Ave, Burlington L7S","Ice Cream, Frozen Yogurt",25,43.3207167,-79.80159119999999,"433 Brock Ave, Burlington, ON L7S 1M8, Canada",L7S
4562,BAR,The Players Bench Sports Bar & Grill,2.8,5,Oshawa,"1330 Ritson Road North, Oshawa L1G7Z9","Bar Food, Grill",55,43.9343028,-78.8693596,"1330 Ritson Rd N, Oshawa, ON L1G 6Z6, Canada",L1G
4563,CAFÉ,The Sovereign,3.4,7,Davenport,"1359 Davenport Road, Toronto M6H 2H5",Cafe,15,43.6730051,-79.44003930000001,"1359 Davenport Rd, Toronto, ON M6H 2H5, Canada",M6H
4564,CASUAL DINING,Schuey's Bar & Grill,2.9,6,"Martin Grove Road, Etobicoke","1130 Martin Grove Road, Etobicoke M9W 4W1",Bar Food,40,43.7009394,-79.5755767,"1130 Martin Grove Rd, Etobicoke, ON M9W 4W1, Canada",M9W
4565,CAFÉ,Cafe Sympatico,3.2,10,"666 Burnhamthorpe Road, Etobicoke","Burnhamthorpe Mall, 666 Burnhamthorpe Road, Etobicoke M9C 2Z4","Cafe, Sandwich",25,43.6413056,-79.5773763,"666 Burnhamthorpe Rd, Etobicoke, ON M9C 2Z4, Canada",M9C
4566,QUICK BITES,Tiki Ming,3.8,11,Entertainment District,"320 Front Street West, Toronto M5V 3B6","Fast Food, Chinese, Asian",25,43.6437156,-79.3906858,"320 Front St W, Toronto, ON M5V 3B6, Canada",M5V
4567,QUICK BITES,Zita's Churrasqueira BBQ & Grill,3.1,6,"Creditview Road, Mississauga","5425 Creditview Road, Unit 13, Mississauga L5V 2P3",Portuguese,20,43.5871633,-79.6957058,"13-5425 Creditview Rd, Mississauga, ON L5V 2P3, Canada",L5V
4568,CASUAL DINING,Lily Garden,2.9,7,"Wilson Avenue, North York","361 Wilson Avenue, Toronto","Chinese, Asian",25,43.7365246,-79.4370375,"361 Wilson Ave, North York, ON M3H 1T3, Canada",M3H
4569,QUICK BITES,Tutto Panini & Pasta,3.2,6,"16th Avenue, Markham","5990 16th Avenue, Unit 218, Markham L6E 1A2",Italian,25,43.8920265,-79.26542069999999,"218-5990 16th Ave, Markham, ON L6E 1A2, Canada",L6E
4570,CASUAL DINING,The Slye Fox Public House,3.0,5,"New Street, Burlington","Eastway Plaza, 4057 New Street, Burlington",Bar Food,50,43.35517309999999,-79.7687062,"4057 New St, Burlington, ON L7L 1S8, Canada",L7L
4571,QUICK BITES,Nawab Express,3.1,4,"Avenue Road, Bedford Park","1753 Avenue Road, Bedford Park M5M 3Y8",Indian,25,43.7291083,-79.4180569,"1753 Avenue Rd, North York, ON M5M 3Y8, Canada",M5M
4572,CASUAL DINING,Hell's Chicken,3.1,6,"Yonge Street, North York","6080 Yonge Street, North York M2M 3W5","Korean, Asian",40,43.7908127,-79.4185705,"6080 Yonge St, North York, ON M2M 3W6, Canada",M2M
4573,BAKERY,Flying Pony,3.1,5,"Gerrard Street East, Leslieville","1481 Gerrard Street East, Toronto M4L2A1","Bakery, Cafe",15,43.6724901,-79.3204624,"1481 Gerrard St E, Toronto, ON M4L 2A3, Canada",M4L
4574,QUICK BITES,Caribbean Queen,3.2,6,"Sheppard Avenue East, North York","Fairview Mall, 1800 Sheppard Avenue East, North York",Caribbean,20,43.7780055,-79.3441593,"1800 Sheppard Ave E, Toronto, ON M2J 5A7, Canada",M2J
4575,QUICK BITES,Marhaba,3.3,10,"Sherbourne Street, Garden District","236 Sherbourne Street, Toronto M5A 3X2","Fast Food, Lebanese",20,43.6580649,-79.37127389999999,"236 Sherbourne St, Toronto, ON M5A 3X2, Canada",M5A
4576,FOOD COURT,Tandori,3.6,6,"Bloor Street East, Rosedale","Hudson Bay Centre, 2 Bloor Street East, Toronto M4W 1A8",Indian,35,43.67103849999999,-79.3856285,"44 Bloor St E, Toronto, ON M4W 3H7, Canada",M4W
4577,CASUAL DINING,Table 34,2.8,4,"Lakeshore Road, Burlington","1455 Lakeshore Road East, Unit 3, Burlington L7S 2J1","Canadian, Bar Food",60,43.3243626,-79.7973605,"3-1455 Lakeshore Rd, Burlington, ON L7S 2J1, Canada",L7S
4578,BAKERY,La Villa,3.5,7,"Lakeshore Road East, Mississauga","331 Lakeshore Road East, Mississauga","Bakery, Cafe",30,43.5619959,-79.5743318,"331 Lakeshore Rd E, Mississauga, ON L5G 1H3, Canada",L5G
4579,CASUAL DINING,Silk Road Restaurant,3.3,8,"Dundas Street East, Mississauga","1852 Dundas Street East, Mississauga L4X 1L9","Xinjiang, Chinese, Asian",35,43.619019,-79.57265699999999,"1852 Dundas St E, Mississauga, ON L4X 1L9, Canada",L4X
4580,CASUAL DINING,Saigon on Brant,2.8,6,"Brant Street, Burlington","474 Brant St, Burlington L7R2G3","Vietnamese, Asian",43,43.3269246,-79.800015,"474 Brant St, Burlington, ON L7R 2G4, Canada",L7R
4581,QUICK BITES,Raj Kapuri Paan & Snacks,3.6,8,"Donlands Avenue, Old East York","377 Donlands Avenue, Toronto",Indian,25,43.6934048,-79.34238529999999,"377 Donlands Ave, East York, ON M4J 3S1, Canada",M4J
4582,CASUAL DINING,EGGcellent Diner,2.9,4,"Kingston Road, Pickering","375 Kingston Road, Pickering","Diner, Breakfast",25,43.80916029999999,-79.1283049,"375 Kingston Rd, Pickering, ON L1V 1A3, Canada",L1V
4583,QUICK BITES,East Of York,3.3,7,"Danforth Avenue, East Danforth","1904 Danforth Avenue, Toronto M4C 1J4","Indian, Cafe",20,43.6850116,-79.3165837,"1904 Danforth Ave, Toronto, ON M4C 1J4, Canada",M4C
4584,FAST CASUAL,Hyderabad House Biryani Place,3.4,8,Brampton,"8015 Financial Diver B8, Brampton, ON L6Y 6A1",Indian,20,43.6332951,-79.77006469999999,"8015 Financial Dr b8, Brampton, ON L6Y 6A1, Canada",L6Y
4585,QUICK BITES,Pasta Pantry Fine Foods,3.6,6,Yonge & Eglinton,"1997 Yonge Street, Toronto M4S 1Z5",Italian,45,43.7006482,-79.3968755,"1997 Yonge St, Toronto, ON M4S 1Z8, Canada",M4S
4586,CASUAL DINING,Anchor Bar,3.3,6,"Appleby Line, Burlington","2000 Appleby Line, Burlington L7L 6M6","American, Bar Food, Burger",50,43.3938947,-79.7912357,"2000 Appleby Line, Burlington, ON L7L 6M6, Canada",L7L
4587,CAFÉ,Fresh Start,3.4,6,"Bay Street, Downtown Yonge","655 Bay Street, Toronto M5G",Cafe,25,43.6578126,-79.3844494,"655 Bay St, Toronto, ON M5G 2K4, Canada",M5G
4588,FOOD COURT,The Coffee Exchange,3.6,7,"Mccaul Street, Grange Park","Village by the Grange, 109 McCaul Street, Toronto M5T3K5",Cafe,15,43.65362,-79.3907806,"109 McCaul St, Toronto, ON M5T 2W7, Canada",M5T
4589,CAFÉ,Grinder Coffee,3.7,9,"Main Street, The Beaches","126 Main Street, Toronto M4E 2V8",Cafe,25,43.6829537,-79.29992159999999,"126 Main St, Toronto, ON M4E 2V8, Canada",M4E
4590,CASUAL DINING,Vinchandra,3.2,6,Scarborough,"795 Markham Road, Scarborough M1H 2Y1",Indian,35,43.767107,-79.2276811,"795 Markham Rd, Scarborough, ON M1H 2Y2, Canada",M1H
4591,CAFÉ,Shirley's First Break,3.3,4,"Carlaw Avenue, Leslieville","284 Carlaw Avenue, Toronto M4M3L1","Canadian, Cafe",25,43.6635048,-79.3412256,"284 Carlaw Ave, Toronto, ON M4M 3L1, Canada",M4M
4592,CASUAL DINING,Sunset Gardens Restaurant and Bar,2.7,5,"619 Kingston Rd West, Ajax","619 Kingston Road West, Ajax","Caribbean, Chinese, Indian",45,43.8537738,-79.0564998,"619 Kingston Rd W, Ajax, ON L1S 6L9, Canada",L1S
4593,CASUAL DINING,Southern China Restaurant,3.3,5,"Kennedy Road, Scarborough","448 Kennedy Road, Scarborough","Chinese, Asian",30,43.7152742,-79.26142999999999,"448 Kennedy Rd, Scarborough, ON M1K 2A8, Canada",M1K
4594,CAFÉ,Cabin Fever,3.3,4,"Bloor Street West, West Bend","1669 Bloor Street West, Toronto M6P 1A6","Cafe, Sandwich",25,43.6552252,-79.45655959999999,"1669 Bloor St W, Toronto, ON M6P 1A6, Canada",M6P
4595,BAKERY,Chinese Bakery,3.3,4,"Dundas Street West, Kensington-Chinatown","433 Dundas Street West, Toronto M5T 1G6","Bakery, Chinese",10,43.6532965,-79.39557839999999,"433 Dundas St W, Toronto, ON M5T 1G6, Canada",M5T
4596,CASUAL DINING,Wok With Yu,3.1,6,"Steeles Avenue West, Woodbridge","4000 Steeles Avenue West, Vaughan","Hakka Chinese, Thai, Asian",35,43.7700101,-79.5508607,"4000 Steeles Ave W, Woodbridge, ON L4L 4V9, Canada",L4L
4597,CASUAL DINING,Miss Pho Restaurant,3.3,4,"Steeles Avenue West, Woodbridge","4040 Steeles Avenue West, Unit 17, Vaughan L4L 4Y5","Vietnamese, Chinese, Asian",30,43.76947920000001,-79.55393409999999,"17-4040 Steeles Ave W, Woodbridge, ON L4L 4Y5, Canada",L4L
4598,CAFÉ,Arvo Coffee,3.5,6,"Distillery Lane, Distillery District","17 Gristmill Lane, Toronto M5A 3C4","Cafe, Coffee and Tea",15,43.6499059,-79.3611954,"17 Gristmill Lane, Toronto, ON M5A 3C4, Canada",M5A
4599,BAKERY,Cup of Tea Bakery & Cafe,3.8,8,Whitby,"25 Thickson Road North, Whitby L1N","Bakery, Cafe",10,43.8884439,-78.9128116,"25 Thickson Road North, Whitby, ON L1N 8W8, Canada",L1N
4600,QUICK BITES,Pizza Pros,2.9,6,Brampton,"9886 Torbram Road, Brampton","Pizza, Fast Food",25,43.7492738,-79.7278501,"9886 Torbram Rd, Brampton, ON L6S 3L9, Canada",L6S
4601,QUICK BITES,China Taste,3.4,6,"Dundas Street, Burlington","3650 Dundas Street, Burlington",Chinese,25,43.3912872,-79.82385,"3650 Dundas St, Burlington, ON L7M 4B8, Canada",L7M
4603,QUICK BITES,Eat Canteen,3.0,9,"Wellington Street West, Financial District","TD West Tower, 100 Wellington Street West, The PATH, Toronto",Asian,25,43.6477077,-79.3816976,"66 Wellington St W, Toronto, ON M5K 1A1, Canada",M5K
4604,CASUAL DINING,Ming City,3.7,7,"Eglinton Avenue West, York","1662 Eglinton Avenue West, Toronto","Chinese, Asian",30,43.69699809999999,-79.4448434,"1662 Eglinton Ave W, York, ON M6E 2H2, Canada",M6E
4605,CASUAL DINING,Quest Restaurant & Bar - Hilton Mississauga/Meadowvale,3.6,8,Mississauga,"Hilton Mississauga/Meadowvale Hotel, 6750 Mississauga Road, Mississauga",Grill,60,43.6016029,-79.742216,"6750 Mississauga Rd, Mississauga, ON L5N 2L3, Canada",L5N
4606,CAFÉ,Covernotes,2.8,11,Newmarket,222 Main Street,"Canadian, Cafe",15,49.2825431,-123.0989646,"222 Main St, Vancouver, BC V6A, Canada",V6A
4607,BAR,The Boat,3.1,10,"Augusta Avenue, Kensington-Chinatown","158 Augusta Avenue, Toronto M5T2L5",Bar Food,40,43.6529421,-79.40152230000001,"158 Augusta Ave, Toronto, ON M5T 2L5, Canada",M5T
4608,BAR,Church On Church,3.4,9,"Church Street, Church And Wellesley","504 Church Street, Toronto M4Y2C8",Bar Food,60,43.6640458,-79.38050969999999,"504 Church St, Toronto, ON M4Y 2C8, Canada",M4Y
4609,CASUAL DINING,Travel the World Cafe & Bistro,3.0,6,Ajax,"1801 Harwood Avenue North, Ajax L1T 0K8","American, Desserts",60,43.8908978,-79.0375789,"1801 Harwood Ave N, Ajax, ON L1T 0K8, Canada",L1T
4610,CASUAL DINING,Constantine,3.2,5,Fort York,"15 Charles Street E, Toronto, ON M4Y 1S1",Mediterranean,35,43.6684707,-79.3853152,"15 Charles St E, Toronto, ON M4Y 1S1, Canada",M4Y
4611,BAR,Kensington Lodge,2.4,8,"Kensington Avenue, Kensington-Chinatown","21 Kensington Avenue, Toronto M5T 2J8",Bar Food,40,43.65319239999999,-79.3999578,"21 Kensington Ave, Toronto, ON M5T 2J8, Canada",M5T
4612,CASUAL DINING,Yola's Caribbean Veggie Cuisine,2.7,6,Oshawa,"9 Bond Street West, Oshawa",Caribbean,43,43.8981439,-78.86440619999999,"9 Bond St W, Oshawa, ON L1G 4R7, Canada",L1G
4613,DESSERT PARLOR,Chocolate By Wickerhead,3.1,5,"Queen Street East, The Beaches","2375 Queen Street East, Toronto",Desserts,25,43.67246309999999,-79.2878199,"2375 Queen St E, Toronto, ON M4E 1H2, Canada",M4E
4614,QUICK BITES,Just Soups,3.5,4,"Morningside Avenue, Scarborough","1143 Morningside Avenue, Scarborough",Healthy Food,20,43.801433,-79.1985405,"1143 Morningside Ave, Scarborough, ON M1B 0A7, Canada",M1B
4615,CASUAL DINING,Bing's Wok,3.0,7,"Pape Avenue, Broadview North","976 Pape Avenue, Toronto","Chinese, Asian",30,43.6878876,-79.34839869999999,"976 Pape Ave, East York, ON M4K 3V7, Canada",M4K
4616,QUICK BITES,Alexandria Falafel,2.8,10,"Queen Street West, Parkdale","1233 Queen Street West, Toronto","Middle Eastern, Fast Food, Mediterranean",25,43.641684,-79.430146,"1233 Queen St W, Toronto, ON M6K 1L5, Canada",M6K
4617,CASUAL DINING,Village Inn,3.1,4,Clarington,"99 King Street West, Bowmanville L1C3H4",Bar Food,43,43.9127455,-78.6918831,"99 King St W, Bowmanville, ON L1C 3H4, Canada",L1C
4618,QUICK BITES,Famous Laffa,3.7,4,"Promenade Circle, Thornhill","The Promenade Shopping Centre, 1 Promenade Circle, Thornhill",Iranian,25,43.8067096,-79.45247590000001,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",L4J
4619,BAR,The Ossington,3.2,7,"Ossington Avenue, Beaconsfield Village","61 Ossington Avenue, Toronto M6J",Bar Food,50,43.6455966,-79.41921529999999,"61 Ossington Ave, Toronto, ON M6J 2Y9, Canada",M6J
4620,CASUAL DINING,Famous Sam's,3.0,8,"Woodbine Avenue, Whitchurch-Stouffville","12275 Woodbine Avenue, Whitchurch-Stouffville","Diner, Canadian",30,43.9425335,-79.3781013,"12275 Woodbine Ave, Gormley, ON L0H 1G0, Canada",L0H
4621,CASUAL DINING,Hookseys Fish & Chips,3.4,10,Whitby,"3050 Garden Street, Whitby","Fast Food, Fish and Chips",30,43.9023288,-78.9420827,"3050 Garden St, Whitby, ON L1R 2G7, Canada",L1R
4622,CASUAL DINING,The Leaside Pub,3.5,4,"Laird Drive, Leaside","190 Laird Drive, Toronto",Bar Food,75,43.7104676,-79.3638477,"190 Laird Dr, East York, ON M4G 3W2, Canada",M4G
4623,QUICK BITES,Moon Rice,2.8,4,"Confederation Parkway, Mississauga","3050 Confederation Parkway, Mississauga L53 3Z6",Indian,20,43.5780276,-79.62147,"3050 Confederation Pkwy, Mississauga, ON L5B 3Z6, Canada",L5B
4624,FOOD COURT,Asian Gourmet,3.2,6,Mississauga,"2150 Burnhamthorpe Road West, Mississauga","Chinese, Asian",15,43.5451583,-79.68221659999999,"2150 Burnhamthorpe Rd W, Mississauga, ON L5L 3A2, Canada",L5L
4625,FOOD COURT,El Greeko,3.4,7,"Wilson Avenue, North York","Sheridan Mall, Food Court, 1700 Wilson Avenue, North York M3L 1A6","Fast Food, Greek",20,43.7212837,-79.5113665,"1700 Wilson Ave, North York, ON M3L 1B2, Canada",M3L
4626,QUICK BITES,Vatra Cheese & Deli,3.6,6,"Bloor Street West, Etobicoke","3878 Bloor Street West, Etobicoke M9B 1L3","Eastern European, Deli",20,43.64072849999999,-79.5418814,"3878 Bloor St W, Etobicoke, ON M9B 1L3, Canada",M9B
4627,CAFÉ,Mattachioni,3.3,5,"Dupont Street, Junction Triangle","1617 Dupont Street, Toronto M6P 3S8",Italian,45,43.6648138,-79.4548599,"1617 Dupont St, Toronto, ON M6P 3S8, Canada",M6P
4628,CAFÉ,Naomi,3.5,7,"Atlantic Avenue, Liberty Village","112 Atlantic Avenue, Toronto M6K 1X9","Cafe, Asian",15,43.6394027,-79.4212849,"112 Atlantic Ave, Toronto, ON M6K 1X9, Canada",M6K
4629,QUICK BITES,Lucky Chinese Food,3.7,9,"Rogers Road, York","640 Rogers Road, Toronto",Chinese,13,43.6821287,-79.4747807,"640 Rogers Rd, York, ON M6M 1C1, Canada",M6M
4630,QUICK BITES,Captain Cooke's,3.0,9,"Shuter Street, Regent Park","219 Parliament Street, Toronto M5A 2Z4",Fish and Chips,20,43.6568072,-79.3646905,"219 Parliament St, Toronto, ON M5A 2Z4, Canada",M5A
4631,QUICK BITES,Guest House,3.4,6,"Donlands Avenue, Old East York","348 Donlands Avenue, Toronto","Chinese, Asian",30,43.6932473,-79.3427492,"348 Donlands Ave, East York, ON M4J 3S1, Canada",M4J
4632,QUICK BITES,NishDish,3.3,4,Christie Pits,"690 Bloor Street West, Toronto",Canadian,15,43.6639736,-79.4171032,"690 Bloor St W, Toronto, ON M6G 1L2, Canada",M6G
4633,CASUAL DINING,Abbey Arms,3.3,8,"481 North Service West, Oakville","481 North Service Road, Fourth Line, Oakville","Bar Food, Burger",50,43.4405677,-79.709093,"481 North Service Rd W A7, Oakville, ON L6M 2V6, Canada",L6M
4634,BAR,Lily's Karaoke Bar & Grill,3.3,11,"Lakeshore Road East, Mississauga","1381 Lakeshore Road East, Mississauga L5E 1G6",Bar Food,40,43.584875,-79.5509924,"1381 Lakeshore Rd E, Mississauga, ON L5E 1G6, Canada",L5E
4635,BAR,Skadarlija Restaurant,3.0,8,"Queen Street West, Parkdale","1608 Queen Street West, Toronto",Bar Food,40,43.6397403,-79.4418307,"1608 Queen St W, Toronto, ON M6R 1A8, Canada",M6R
4636,CASUAL DINING,Zam,3.3,10,"The Queensway, Etobicoke","1340 The Queensway, Etobicoke",Mediterranean,60,43.6210459,-79.5283997,"1340 The Queensway, Etobicoke, ON M8Z 1S4, Canada",M8Z
4637,CASUAL DINING,Sushijun Express,3.3,7,"1415 Bonhill Road, Mississauga","1415 Bonhill Rd, Mississauga L5T 1L3","Sushi, Japanese, Asian",40,43.6599201,-79.6518771,"1415 Bonhill Rd, Mississauga, ON L5T 1R2, Canada",L5T
4639,QUICK BITES,George's Tastee Bread & Patties,3.3,4,North York,"3913 Don Mills Road, North York","Bakery, Caribbean",20,43.7797528,-79.3481345,"3913 Don Mills Rd, North York, ON M2J, Canada",M2J
4640,QUICK BITES,Kashmir Curry & Biryani House,3.6,4,"Albion Road, Etobicoke","Albion Centre, Lower Level, 1530 Albion Road, Etobicoke",North Indian,20,43.7416936,-79.58437280000001,"1530 Albion Rd, Etobicoke, ON M9V 5H4, Canada",M9V
4641,QUICK BITES,Amy's Fish & Chips,3.3,5,Richmond Hill,1285 Elgin Mills Road L4S 0B5,Fish and Chips,20,43.89603719999999,-79.40330370000001,"1285 Elgin Mills Rd E, Richmond Hill, ON L4S 0B5, Canada",L4S
4642,QUICK BITES,Lena's Roti and Doubles,3.5,6,"Financial Drive, Mississauga","6990 Financial Drive, Mississauga",West Indian,15,43.6109477,-79.7491774,"6990 Financial Dr, Mississauga, ON L5N 8J4, Canada",L5N
4643,CASUAL DINING,Joe & Lin Restaurant,2.9,6,"Birchmount Road, Scarborough","2306 Eglinton Avenue East, Scarborough","Caribbean, Chinese",25,43.7309408,-79.2750733,"2306 Eglinton Ave E, Scarborough, ON M1K 2M2, Canada",M1K
4644,CASUAL DINING,Spiga,2.7,11,"Yonge Street, Yonge & St. Clair","1378 Yonge Street, Toronto",Italian,60,43.6862465,-79.3935614,"1378 Yonge St, Toronto, ON M4T 1Y5, Canada",M4T
4645,CASUAL DINING,Taza Grill & Bar - Four Points By Sheraton...,2.8,7,"Argentia Road, Mississauga","Four Points By Sheraton Mississauga Meadowvale, 2501 Argentia Road, Mississauga",Grill,70,43.6014334,-79.755398,"2501 Argentia Rd, Mississauga, ON L5N 4G8, Canada",L5N
4646,QUICK BITES,Kapit Bahay,2.9,5,"4218 Lawrence Av East, Scarborough","4218 Lawrence Avenue East, Scarborough M1E4S6","Fast Food, Filipino",20,43.7694212,-79.184524,"4218 Lawrence Ave E, Scarborough, ON M1E 4X9, Canada",M1E
4647,FOOD COURT,Tasty Chinese Food,3.3,9,"Mccaul Street, Grange Park","Village by the Grange, 109 McCaul Street, Toronto M5T 3K5","Fast Food, Chinese",20,43.65362,-79.3907806,"109 McCaul St, Toronto, ON M5T 2W7, Canada",M5T
4648,QUICK BITES,General Tso's Kitchen,3.1,4,"Yonge Street, Thornhill","7045 Yonge Street, Thornhill",Chinese,13,43.799362,-79.4200139,"7045 Yonge St, Thornhill, ON L3T 2A6, Canada",L3T
